Name;Parent;Level;Occurance;Type;Min;Max;Description
FIELD4;E1BPE1MLGNEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
E1BPE1MLGNEXTRTX1;E1BPE1MLGNEXTRTX;3;0..1;Complex;;;Transf.dados Retail - barra de seleção para BAPIE1MLGNEXTRT
MATERIAL_EXTERNAL;E1BPE1MLGNEXTRTX1;4;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MLGNEXTRTX1;4;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MLGNEXTRTX1;4;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MLGNEXTRTX1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MLGTRT;IDOC;2;0..999999;Complex;;;Transf.dados varejo - dados de tipo de depósito
FUNCTION;E1BPE1MLGTRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MLGTRT;3;0..1;String;;18;Nº do material
WHSE_NO;E1BPE1MLGTRT;3;0..1;String;;3;Nº do depósito/complexo de depósito
STGE_TYPE;E1BPE1MLGTRT;3;0..1;String;;3;Tipo de depósito
DEL_FLAG;E1BPE1MLGTRT;3;0..1;String;;1;Marcação p/eliminar todos os dados mat.de um tipo depósito
STGE_BIN;E1BPE1MLGTRT;3;0..1;String;;10;Posição no depósito
MAX_SB_QTY;E1BPE1MLGTRT;3;0..1;String;;15;Qtd.máxima posiç.no dep.
MIN_SB_QTY;E1BPE1MLGTRT;3;0..1;String;;15;Qtd.mínima posiç.no dep.
CTRL_QTY;E1BPE1MLGTRT;3;0..1;String;;15;Quantidade de manejo
REPLEN_QTY;E1BPE1MLGTRT;3;0..1;String;;15;Quantidade de reabastecimento
PICK_AREA;E1BPE1MLGTRT;3;0..1;String;;3;Área de picking
ROUND_UNIT;E1BPE1MLGTRT;3;0..1;String;;15;Qtd.arredond.
MATERIAL_EXTERNAL;E1BPE1MLGTRT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MLGTRT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MLGTRT;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MLGTRT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MLGTRTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1MLGTRT
FUNCTION;E1BPE1MLGTRTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MLGTRTX;3;0..1;String;;18;Nº do material
WHSE_NO;E1BPE1MLGTRTX;3;0..1;String;;3;Nº do depósito/complexo de depósito
STGE_TYPE;E1BPE1MLGTRTX;3;0..1;String;;3;Tipo de depósito
DEL_FLAG;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
STGE_BIN;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MAX_SB_QTY;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MIN_SB_QTY;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CTRL_QTY;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
REPLEN_QTY;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PICK_AREA;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ROUND_UNIT;E1BPE1MLGTRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_EXTERNAL;E1BPE1MLGTRTX;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MLGTRTX;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MLGTRTX;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MLGTRTX;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MLGTEXTRT;IDOC;2;0..999999;Complex;;;Transf.dados Retail - dados tipo de depósito do cliente
FUNCTION;E1BPE1MLGTEXTRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MLGTEXTRT;3;0..1;String;;18;Nº do material
WHSE_NO;E1BPE1MLGTEXTRT;3;0..1;String;;3;Nº do depósito/complexo de depósito
STGE_TYPE;E1BPE1MLGTEXTRT;3;0..1;String;;3;Tipo de depósito
FIELD1;E1BPE1MLGTEXTRT;3;0..1;String;;223;Container para dados caractere do comprimento 223
FIELD2;E1BPE1MLGTEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD3;E1BPE1MLGTEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD4;E1BPE1MLGTEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
E1BPE1MLGTEXTRT1;E1BPE1MLGTEXTRT;3;0..1;Complex;;;Transf.dados Retail - dados tipo de depósito do cliente
MATERIAL_EXTERNAL;E1BPE1MLGTEXTRT1;4;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MLGTEXTRT1;4;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MLGTEXTRT1;4;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MLGTEXTRT1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MLGTEXTRTX;IDOC;2;0..999999;Complex;;;Transf.dados Retail - barra de seleção para BAPIE1MLGTEXTRT
FUNCTION;E1BPE1MLGTEXTRTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MLGTEXTRTX;3;0..1;String;;18;Nº do material
WHSE_NO;E1BPE1MLGTEXTRTX;3;0..1;String;;3;Nº do depósito/complexo de depósito
STGE_TYPE;E1BPE1MLGTEXTRTX;3;0..1;String;;3;Tipo de depósito
FIELD1;E1BPE1MLGTEXTRTX;3;0..1;String;;223;Container para dados caractere do comprimento 223
FIELD2;E1BPE1MLGTEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD3;E1BPE1MLGTEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD4;E1BPE1MLGTEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
E1BPE1MLGTEXTRTX1;E1BPE1MLGTEXTRTX;3;0..1;Complex;;;Transf.dados Retail - barra de seleção para BAPIE1MLGTEXTRT
MATERIAL_EXTERNAL;E1BPE1MLGTEXTRTX1;4;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MLGTEXTRTX1;4;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MLGTEXTRTX1;4;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MLGTEXTRTX1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MVKERT;IDOC;2;0..999999;Complex;;;Transf.dados varejo - dados de vendas
FUNCTION;E1BPE1MVKERT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MVKERT;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1MVKERT;3;0..1;String;;4;Organização de vendas
DISTR_CHAN;E1BPE1MVKERT;3;0..1;String;;2;Canal de distribuição
DEL_FLAG;E1BPE1MVKERT;3;0..1;String;;1;Código: marcar mat.para eliminação a nível canal de vendas
MATL_STATS;E1BPE1MVKERT;3;0..1;String;;1;Grupo estatístico material
REBATE_GRP;E1BPE1MVKERT;3;0..1;String;;2;Grupo de bônus
COMM_GROUP;E1BPE1MVKERT;3;0..1;String;;2;Grupo de comissões
CASH_DISC;E1BPE1MVKERT;3;0..1;String;;1;Código: com direito a desconto
SAL_STATUS;E1BPE1MVKERT;3;0..1;String;;2;Status do material específica da linha de vendas
VALID_FROM;E1BPE1MVKERT;3;0..1;String;;8;Data a partir da qual vale status mat.específ.linha vendas
MIN_ORDER;E1BPE1MVKERT;3;0..1;String;;15;Quantidade mínima da ordem em UM base
MIN_DELY;E1BPE1MVKERT;3;0..1;String;;15;Qtd.mín.fornecimento no processamento da nota de remessa
MIN_MTO;E1BPE1MVKERT;3;0..1;String;;15;Quantidade mínima de produção individual
DELY_UNIT;E1BPE1MVKERT;3;0..1;String;;15;Unidade de medida da remessa
DELY_UOM;E1BPE1MVKERT;3;0..1;String;;3;Unidade de medida da unidade de remessa
DELY_UOM_ISO;E1BPE1MVKERT;3;0..1;String;;3;Unidade de medida da UM de remessa em code ISO
SALES_UNIT;E1BPE1MVKERT;3;0..1;String;;3;Unidade de venda
SALES_UNIT_ISO;E1BPE1MVKERT;3;0..1;String;;3;Unidade de venda em code ISO
ITEM_CAT;E1BPE1MVKERT;3;0..1;String;;4;Grupo de ctgs.item do mestre de material
DELYG_PLNT;E1BPE1MVKERT;3;0..1;String;;4;Centro fornecedor
PROD_HIER;E1BPE1MVKERT;3;0..1;String;;18;Hierarquia de produtos
PR_REF_MAT;E1BPE1MVKERT;3;0..1;String;;18;Mat.ref.p/prç.
MAT_PR_GRP;E1BPE1MVKERT;3;0..1;String;;2;Grupo de materiais
ACCT_ASSGT;E1BPE1MVKERT;3;0..1;String;;2;Grupo de classificação contábil - material
MATL_GRP_1;E1BPE1MVKERT;3;0..1;String;;3;Grupo de material 1
MATL_GRP_2;E1BPE1MVKERT;3;0..1;String;;3;Grupo de material 2
MATL_GRP_3;E1BPE1MVKERT;3;0..1;String;;3;Grupo de materiais 3
MATL_GRP_4;E1BPE1MVKERT;3;0..1;String;;3;Grupo de material 4
MATL_GRP_5;E1BPE1MVKERT;3;0..1;String;;3;Grupo de material 5
ASSORT_LEV;E1BPE1MVKERT;3;0..1;String;;2;Nível de sortimento
ASSORTPRIO;E1BPE1MVKERT;3;0..1;String;;1;Prioridade de sortimento ext.
LI_PROC_ST;E1BPE1MVKERT;3;0..1;String;;2;Método de listagem para a filial ou outros tipos sortimento
LI_PROC_DC;E1BPE1MVKERT;3;0..1;String;;2;Método catalogação p/tps.sortimento do centro distribuição
ASSORTLIST;E1BPE1MVKERT;3;0..1;String;;1;Catalogação de sortimento ativada
PROD_ATT_1;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 1
PROD_ATT_2;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 2
PROD_ATT_3;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 3
PROD_ATT_4;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 4
PROD_ATT_5;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 5
PROD_ATT_6;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 6
PROD_ATT_7;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 7
PROD_ATT_8;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 8
PROD_ATT_9;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 9
PROD_ATT10;E1BPE1MVKERT;3;0..1;String;;1;Código atributo de produto 10
LIST_ST_FR;E1BPE1MVKERT;3;0..1;String;;8;Data a partir da qual se efetua a catalogação na filial
LIST_ST_TO;E1BPE1MVKERT;3;0..1;String;;8;Data até à qual é efetuada a catalogação na filial
LIST_DC_FR;E1BPE1MVKERT;3;0..1;String;;8;Data a partir da qual é efetuada a catalogação no CD
LIST_DC_TO;E1BPE1MVKERT;3;0..1;String;;8;Data até à qual será catalogado no dep.centr./cent.distr.
SELL_ST_FR;E1BPE1MVKERT;3;0..1;String;;8;Data a partir da qual se vende na filial
SELL_ST_TO;E1BPE1MVKERT;3;0..1;String;;8;Data até à qual se vende na filial
SELL_DC_FR;E1BPE1MVKERT;3;0..1;String;;8;Data a partir da qual se vende no centro de distribuição
SELL_DC_TO;E1BPE1MVKERT;3;0..1;String;;8;Dta.até a qual se vende no depart.central/centro distrib.
MAX_DELY;E1BPE1MVKERT;3;0..1;String;;15;Qtd.máxima.fornec.no processamento ordem de filial
UNIT_GROUP;E1BPE1MVKERT;3;0..1;String;;4;Grupo unidade medida
ROUND_PROF;E1BPE1MVKERT;3;0..1;String;;4;Perfil de arredondamento
PRICE_FIXING;E1BPE1MVKERT;3;0..1;String;;1;Código para preço tabelado
VAR_SALES_UN;E1BPE1MVKERT;3;0..1;String;;1;Unidade de venda variável não permitida
COMPETITION_CHAR;E1BPE1MVKERT;3;0..1;String;;1;Caracterização da concorrência do material
MATERIAL_EXTERNAL;E1BPE1MVKERT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MVKERT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MVKERT;3;0..1;String;;10;Nº de versão para campo MATERIAL
PR_REF_MAT_EXTERNAL;E1BPE1MVKERT;3;0..1;String;;40;Nº de material longo para o campo PR_REF_MAT
PR_REF_MAT_GUID;E1BPE1MVKERT;3;0..1;String;;32;ID único externo para o campo PR_REF_MAT
PR_REF_MAT_VERSION;E1BPE1MVKERT;3;0..1;String;;10;Nº da versão para o campo PR_REF_MAT
PRICE_BAND;E1BPE1MVKERT;3;0..1;String;;2;Tipo de faixa de preço
MATERIAL_LONG;E1BPE1MVKERT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
PR_REF_MAT_LONG;E1BPE1MVKERT;3;0..1;String;;40;Material de referência para o preço
E1BPE1MVKERTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1MVKERT
FUNCTION;E1BPE1MVKERTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MVKERTX;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1MVKERTX;3;0..1;String;;4;Organização de vendas
DISTR_CHAN;E1BPE1MVKERTX;3;0..1;String;;2;Canal de distribuição
DEL_FLAG;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_STATS;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
REBATE_GRP;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COMM_GROUP;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CASH_DISC;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SAL_STATUS;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
VALID_FROM;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MIN_ORDER;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MIN_DELY;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MIN_MTO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DELY_UNIT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DELY_UOM;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DELY_UOM_ISO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SALES_UNIT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SALES_UNIT_ISO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ITEM_CAT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DELYG_PLNT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_HIER;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PR_REF_MAT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MAT_PR_GRP;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ACCT_ASSGT;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_GRP_1;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_GRP_2;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_GRP_3;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_GRP_4;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATL_GRP_5;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORT_LEV;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORTPRIO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LI_PROC_ST;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LI_PROC_DC;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORTLIST;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_1;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_2;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_3;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_4;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_5;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_6;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_7;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_8;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT_9;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROD_ATT10;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_ST_FR;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_ST_TO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_DC_FR;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_DC_TO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_FR;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_TO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_DC_FR;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_DC_TO;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MAX_DELY;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
UNIT_GROUP;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ROUND_PROF;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PRICE_FIXING;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
VAR_SALES_UN;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COMPETITION_CHAR;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_EXTERNAL;E1BPE1MVKERTX;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MVKERTX;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MVKERTX;3;0..1;String;;10;Nº de versão para campo MATERIAL
PR_REF_MAT_EXTERNAL;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PR_REF_MAT_GUID;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PR_REF_MAT_VERSION;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PRICE_BAND;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_LONG;E1BPE1MVKERTX;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
PR_REF_MAT_LONG;E1BPE1MVKERTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
E1BPE1MVKEEXTRT;IDOC;2;0..999999;Complex;;;Transf.dados Retail - dados de venda do cliente
FUNCTION;E1BPE1MVKEEXTRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MVKEEXTRT;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1MVKEEXTRT;3;0..1;String;;4;Organização de vendas
DISTR_CHAN;E1BPE1MVKEEXTRT;3;0..1;String;;2;Canal de distribuição
FIELD1;E1BPE1MVKEEXTRT;3;0..1;String;;223;Container para dados caractere do comprimento 223
FIELD2;E1BPE1MVKEEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD3;E1BPE1MVKEEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD4;E1BPE1MVKEEXTRT;3;0..1;String;;250;Container para dados caractere do comprimento 250
E1BPE1MVKEEXTRT1;E1BPE1MVKEEXTRT;3;0..1;Complex;;;Transf.dados Retail - dados de venda do cliente
MATERIAL_EXTERNAL;E1BPE1MVKEEXTRT1;4;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MVKEEXTRT1;4;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MVKEEXTRT1;4;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MVKEEXTRT1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MVKEEXTRTX;IDOC;2;0..999999;Complex;;;Transf.dados Retail - barra de seleção para BAPIE1MVKEEXTRT
FUNCTION;E1BPE1MVKEEXTRTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MVKEEXTRTX;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1MVKEEXTRTX;3;0..1;String;;4;Organização de vendas
DISTR_CHAN;E1BPE1MVKEEXTRTX;3;0..1;String;;2;Canal de distribuição
FIELD1;E1BPE1MVKEEXTRTX;3;0..1;String;;223;Container para dados caractere do comprimento 223
FIELD2;E1BPE1MVKEEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD3;E1BPE1MVKEEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
FIELD4;E1BPE1MVKEEXTRTX;3;0..1;String;;250;Container para dados caractere do comprimento 250
E1BPE1MVKEEXTRTX1;E1BPE1MVKEEXTRTX;3;0..1;Complex;;;Transf.dados Retail - barra de seleção para BAPIE1MVKEEXTRT
MATERIAL_EXTERNAL;E1BPE1MVKEEXTRTX1;4;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MVKEEXTRTX1;4;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MVKEEXTRTX1;4;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MVKEEXTRTX1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1WLK2RT;IDOC;2;0..999999;Complex;;;Transf.dados varejo - dados POS
FUNCTION;E1BPE1WLK2RT;3;0..1;String;;3;Função
MATERIAL;E1BPE1WLK2RT;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1WLK2RT;3;0..1;String;;4;Org.vendas em canal de vendas Retail
DISTR_CHAN;E1BPE1WLK2RT;3;0..1;String;;2;Canal de distribuição em canal de vendas Retail
PLANT;E1BPE1WLK2RT;3;0..1;String;;4;Centro de comercialização
NO_REP_KEY;E1BPE1WLK2RT;3;0..1;String;;1;Sem tecla de repetição
PRICE_REQD;E1BPE1WLK2RT;3;0..1;String;;1;Preço necessário
SELL_ST_FR;E1BPE1WLK2RT;3;0..1;String;;8;Data a partir da qual se vende na filial
SELL_ST_TO;E1BPE1WLK2RT;3;0..1;String;;8;Data até à qual se vende na filial
SAL_STATUS;E1BPE1WLK2RT;3;0..1;String;;2;Status do material específica da linha de vendas
VALID_FROM;E1BPE1WLK2RT;3;0..1;String;;8;Data a partir da qual vale status mat.específ.linha vendas
DISC_ALLWD;E1BPE1WLK2RT;3;0..1;String;;1;Descontos admitidos
SCALES_GRP;E1BPE1WLK2RT;3;0..1;String;;4;Grupo de balanças
MATERIAL_EXTERNAL;E1BPE1WLK2RT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1WLK2RT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1WLK2RT;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1WLK2RT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1WLK2RTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1WLK2RT
FUNCTION;E1BPE1WLK2RTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1WLK2RTX;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1WLK2RTX;3;0..1;String;;4;Org.vendas em canal de vendas Retail
DISTR_CHAN;E1BPE1WLK2RTX;3;0..1;String;;2;Canal de distribuição em canal de vendas Retail
PLANT;E1BPE1WLK2RTX;3;0..1;String;;4;Centro de comercialização
NO_REP_KEY;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PRICE_REQD;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_FR;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_TO;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SAL_STATUS;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
VALID_FROM;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DISC_ALLWD;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SCALES_GRP;E1BPE1WLK2RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_EXTERNAL;E1BPE1WLK2RTX;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1WLK2RTX;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1WLK2RTX;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1WLK2RTX;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1WLK2EXTRT;IDOC;2;0..999999;Complex;;;Transf.dados Retail - dados POS do cliente
FUNCTION;E1BPE1WLK2EXTRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1WLK2EXTRT;3;0..1;String;;18;Nº do material
SALES_ORG;E1BPE1WLK2EXTRT;3;0..1;String;;4;Org.vendas em canal de vendas Retail
DISTR_CHAN;E1BPE1WLK2EXTRT;3;0..1;String;;2;Canal de distribuição em canal de vendas Retail
PLANT;E1BPE1WLK2EXTRT;3;0..1;String;;4;Centro de comercialização
