Name;Parent;Level;Occurance;Type;Min;Max;Description
ARTMAS09;;0;1;Complex;;;Criar e modificar dados mestre de materiais (comércio)
IDOC;ARTMAS09;1;1;Complex;;;null
EDI_DC40;IDOC;2;1;Complex;;;Registro de controle IDoc p/interfaces c/um sistema externo
TABNAM;EDI_DC40;3;1;null;;;Nome da estrutura de tabela
MANDT;EDI_DC40;3;0..1;String;;3;Mandante
DOCNUM;EDI_DC40;3;0..1;String;;16;Nº do IDoc
DOCREL;EDI_DC40;3;0..1;String;;4;Release SAP do IDoc
STATUS;EDI_DC40;3;0..1;String;;2;Status do IDoc
DIRECT;EDI_DC40;3;1;String;;;Direção
OUTMOD;EDI_DC40;3;0..1;String;;1;Modo de saída
EXPRSS;EDI_DC40;3;0..1;String;;1;Substituição na entrada
TEST;EDI_DC40;3;0..1;String;;1;Código de teste
IDOCTYP;EDI_DC40;3;1;null;;;Nome do tipo básico
CIMTYP;EDI_DC40;3;0..1;null;;;Ampliação (definida pelo cliente)
MESTYP;EDI_DC40;3;0..1;String;;30;Tipo de mensagem
MESCOD;EDI_DC40;3;0..1;String;;3;Variante de mensagem
MESFCT;EDI_DC40;3;0..1;String;;3;Função da mensagem
STD;EDI_DC40;3;0..1;String;;1;Standard EDI, código
STDVRS;EDI_DC40;3;0..1;String;;6;Standard EDI, versão e release
STDMES;EDI_DC40;3;0..1;String;;6;Tipo de mensagem EDI
SNDPOR;EDI_DC40;3;1;String;;10;Porta do remetente (sistema SAP, subsistema externo)
SNDPRT;EDI_DC40;3;1;String;;2;Tipo de parceiro do remetente
SNDPFC;EDI_DC40;3;0..1;String;;2;Função do parceiro do remetente
SNDPRN;EDI_DC40;3;1;String;;10;Nº de parceiro do remetente
SNDSAD;EDI_DC40;3;0..1;String;;21;Endereço do remetente (SADR)
SNDLAD;EDI_DC40;3;0..1;String;;70;Endereço lógico de remetente
RCVPOR;EDI_DC40;3;1;String;;10;Porta do destinatário
RCVPRT;EDI_DC40;3;0..1;String;;2;Tipo de parceiro do destinatário
RCVPFC;EDI_DC40;3;0..1;String;;2;Função do parceiro do destinatário
RCVPRN;EDI_DC40;3;1;String;;10;Nº parceiro do destinatário
RCVSAD;EDI_DC40;3;0..1;String;;21;Endereço do destinatário (SADR)
RCVLAD;EDI_DC40;3;0..1;String;;70;Endereço lógico do destinatário
CREDAT;EDI_DC40;3;0..1;String;;8;Data de criação
CRETIM;EDI_DC40;3;0..1;String;;6;Hora da criação
REFINT;EDI_DC40;3;0..1;String;;14;File de transferência (EDI Interchange)
REFGRP;EDI_DC40;3;0..1;String;;14;Grupo de mensagens (EDI Message Group)
REFMES;EDI_DC40;3;0..1;String;;14;Mensagem (EDI Message)
ARCKEY;EDI_DC40;3;0..1;String;;70;Chave do arquivo de mensagens externo
SERIAL;EDI_DC40;3;0..1;String;;20;Seriação
E1BPE1MATHEAD;IDOC;2;0..1;Complex;;;Transf.dados varejo - segmento cabeçalho com info controle
FUNCTION;E1BPE1MATHEAD;3;0..1;String;;3;Função
MATERIAL;E1BPE1MATHEAD;3;0..1;String;;18;Nº do material
MATL_TYPE;E1BPE1MATHEAD;3;0..1;String;;4;Tipo de material
MATL_GROUP;E1BPE1MATHEAD;3;0..1;String;;9;Grupo de mercadorias
MATL_CAT;E1BPE1MATHEAD;3;0..1;String;;2;Ctg.material
CHAR_PROF;E1BPE1MATHEAD;3;0..1;String;;18;Perfil da característica
REF_MATL;E1BPE1MATHEAD;3;0..1;String;;18;Material-modelo
BASIC_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "dados básicos"
LIST_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "catalogação"
SALES_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "vendas"
LOGDC_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "logística centro de distribuição"
LOGST_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "logística filial"
POS_VIEW;E1BPE1MATHEAD;3;0..1;String;;1;Código: considerar visão "POS"
CK_NO_RNGE;E1BPE1MATHEAD;3;0..1;String;;1;Código: verificar nº ext.material em relação a interv.numer.
ALL_FIELDS;E1BPE1MATHEAD;3;0..1;String;;1;Código: todos os campos de dados úteis relevantes p/modif.
NO_APPL_LOG;E1BPE1MATHEAD;3;0..1;String;;1;Não escrever log de aplicação
NO_CHANGE_DOC;E1BPE1MATHEAD;3;0..1;String;;1;Não gravar documentos de modificação
MATERIAL_EXTERNAL;E1BPE1MATHEAD;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MATHEAD;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MATHEAD;3;0..1;String;;10;Nº de versão para campo MATERIAL
REF_MATL_EXTERNAL;E1BPE1MATHEAD;3;0..1;String;;40;Nº de material longo para o campo REF_MATL
REF_MATL_GUID;E1BPE1MATHEAD;3;0..1;String;;32;ID único externo para o campo REF_MATL
REF_MATL_VERSION;E1BPE1MATHEAD;3;0..1;String;;10;Nº da versão para o campo REF_MATL
MATERIAL_LONG;E1BPE1MATHEAD;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
REF_MATL_LONG;E1BPE1MATHEAD;3;0..1;String;;40;Material-modelo
E1BPE1VARKEY;IDOC;2;0..999999;Complex;;;Transf.dados varejo - lista das variantes para mat.genérico
FUNCTION;E1BPE1VARKEY;3;0..1;String;;3;Função
MATERIAL;E1BPE1VARKEY;3;0..1;String;;18;Nº do material
VARIANT;E1BPE1VARKEY;3;0..1;String;;18;Nº de variante
MATERIAL_EXTERNAL;E1BPE1VARKEY;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1VARKEY;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1VARKEY;3;0..1;String;;10;Nº de versão para campo MATERIAL
VARIANT_EXTERNAL;E1BPE1VARKEY;3;0..1;String;;40;Nº de material longo para o campo VARIANT
VARIANT_GUID;E1BPE1VARKEY;3;0..1;String;;32;ID único externo para o campo VARIANT
VARIANT_VERSION;E1BPE1VARKEY;3;0..1;String;;10;Nº da versão para o campo VARIANT
MATERIAL_LONG;E1BPE1VARKEY;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
VARIANT_LONG;E1BPE1VARKEY;3;0..1;String;;40;Nº de variante
E1BPE1AUSPRT;IDOC;2;0..999999;Complex;;;Transferência de dados Retail - avaliação de características
FUNCTION;E1BPE1AUSPRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1AUSPRT;3;0..1;String;;18;Nº do material
CHAR_NAME;E1BPE1AUSPRT;3;0..1;String;;30;Nome da característica
CHAR_VALUE;E1BPE1AUSPRT;3;0..1;String;;30;Valor da característica
MATERIAL_EXTERNAL;E1BPE1AUSPRT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1AUSPRT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1AUSPRT;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1AUSPRT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
CHAR_VALUE_LONG;E1BPE1AUSPRT;3;0..1;String;;70;Valor da característica
CHAR_VAL_CHAR;E1BPE1AUSPRT;3;0..1;String;;70;Valor da característica
CHAR_VAL_FLOAT_FROM;E1BPE1AUSPRT;3;0..1;String;;24;Valor interno vírgula flutuante desde
CHAR_VAL_FLOAT_FROM_DV_UOM;E1BPE1AUSPRT;3;0..1;String;;3;Unidade de medida
CHAR_VAL_FLOAT_FROM_DV_UOM_ISO;E1BPE1AUSPRT;3;0..1;String;;3;Unidade de medida inferior em código ISO
CHAR_VAL_FLOAT_TO;E1BPE1AUSPRT;3;0..1;String;;24;Valor interno vírgula flutuante até
CHAR_VAL_FLOAT_TO_DV_UOM;E1BPE1AUSPRT;3;0..1;String;;3;Unidade de medida
CHAR_VAL_FLOAT_TO_DV_UOM_ISO;E1BPE1AUSPRT;3;0..1;String;;3;Unidade de medida inferior em código ISO
CHAR_VAL_DEPENDENCY_CODE;E1BPE1AUSPRT;3;0..1;String;;1;Code para dependência de valores
E1BPE1AUSPRTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1AUSPRT
FUNCTION;E1BPE1AUSPRTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1AUSPRTX;3;0..1;String;;18;Nº do material
CHAR_NAME;E1BPE1AUSPRTX;3;0..1;String;;30;Nome da característica
CHAR_VALUE;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_EXTERNAL;E1BPE1AUSPRTX;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1AUSPRTX;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1AUSPRTX;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1AUSPRTX;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
CHAR_VALUE_LONG;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_CHAR;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_FROM;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_FROM_DV_UOM;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_FROM_DV_UOM_ISO;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_TO;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_TO_DV_UOM;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_FLOAT_TO_DV_UOM_ISO;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CHAR_VAL_DEPENDENCY_CODE;E1BPE1AUSPRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
E1BPE1MARART;IDOC;2;0..999999;Complex;;;Transf.dados varejo - dados de material a nível de mandante
FUNCTION;E1BPE1MARART;3;0..1;String;;3;Função
MATERIAL;E1BPE1MARART;3;0..1;String;;18;Nº do material
CREATED_ON;E1BPE1MARART;3;0..1;String;;8;Data de criação
CREATED_BY;E1BPE1MARART;3;0..1;String;;12;Nome do responsável que criou o objeto
LAST_CHNGE;E1BPE1MARART;3;0..1;String;;8;Data da última modificação
CHANGED_BY;E1BPE1MARART;3;0..1;String;;12;Nome do responsável pela modificação do objeto
DEL_FLAG;E1BPE1MARART;3;0..1;String;;1;Marcar mat.para eliminação a nível de mandante
OLD_MAT_NO;E1BPE1MARART;3;0..1;String;;18;Nº material antigo
BASE_UOM;E1BPE1MARART;3;0..1;String;;3;Unidade de medida básica
BASE_UOM_ISO;E1BPE1MARART;3;0..1;String;;3;Unidade de medida básica no código ISO
PO_UNIT;E1BPE1MARART;3;0..1;String;;3;Unidade de medida do pedido
PO_UNIT_ISO;E1BPE1MARART;3;0..1;String;;3;Unidade de medida de pedido em code ISO
DOCUMENT;E1BPE1MARART;3;0..1;String;;22;Nº documento (sem sistema de administração de documentos)
DOC_TYPE;E1BPE1MARART;3;0..1;String;;3;Tipo de documento (s/sistema administração documentos)
DOC_VERS;E1BPE1MARART;3;0..1;String;;2;Versão do documento (sem sistema administração documentos)
DOC_FORMAT;E1BPE1MARART;3;0..1;String;;4;Formato DIN do documento (s/sistema administração documents)
DOC_CHG_NO;E1BPE1MARART;3;0..1;String;;6;Nº modificação do documento (sem sistema de admin.docs.)
PAGE_NO;E1BPE1MARART;3;0..1;String;;3;Nº folha do documento (sem sistema de admin. de documentos)
NO_SHEETS;E1BPE1MARART;3;0..1;String;;3;Nº de folhas (sem sistema de admin. de documentos)
PROD_MEMO;E1BPE1MARART;3;0..1;String;;18;Instrução de produção/de controle de qualidade
PAGEFORMAT;E1BPE1MARART;3;0..1;String;;4;Formato DIN da instrução de produção
SIZE_DIM;E1BPE1MARART;3;0..1;String;;32;Tamanho/dimensão
BASIC_MATL;E1BPE1MARART;3;0..1;String;;14;Matéria-base (componente de um material) - obsoleto
STD_DESCR;E1BPE1MARART;3;0..1;String;;18;Denominação da norma (p.ex. DIN)
LAB_DESIGN;E1BPE1MARART;3;0..1;String;;3;Laboratório/escritório de engenharia
PUR_VALKEY;E1BPE1MARART;3;0..1;String;;4;Chave de valores de Compras
NET_WEIGHT;E1BPE1MARART;3;0..1;String;;15;Peso líquido
CONTAINER;E1BPE1MARART;3;0..1;String;;2;Instrução de recipiente
STOR_CONDS;E1BPE1MARART;3;0..1;String;;2;Condições de estocagem
TEMP_CONDS;E1BPE1MARART;3;0..1;String;;2;Código para a condição de temperatura
TRANS_GRP;E1BPE1MARART;3;0..1;String;;4;Grupo de transporte
HAZ_MAT_NO;E1BPE1MARART;3;0..1;String;;18;Nº substância perigosa
DIVISION;E1BPE1MARART;3;0..1;String;;2;Setor de atividade
COMPETITOR;E1BPE1MARART;3;0..1;String;;10;Concorrente
QTY_GR_GI;E1BPE1MARART;3;0..1;String;;15;Qtd.: determinação do número notas acompanhamento a imprimir
PROC_RULE;E1BPE1MARART;3;0..1;String;;1;Norma de suprimento
SUP_SOURCE;E1BPE1MARART;3;0..1;String;;1;Fonte de suprimento
SEASON;E1BPE1MARART;3;0..1;String;;4;Ctg.sazonal
LABEL_TYPE;E1BPE1MARART;3;0..1;String;;2;Tipo de etiquetagem
LABEL_FORM;E1BPE1MARART;3;0..1;String;;2;Forma da etiqueta
PROD_HIER;E1BPE1MARART;3;0..1;String;;18;Hierarquia de produtos
CAD_ID;E1BPE1MARART;3;0..1;String;;1;Código CAD
ALLOWED_WT;E1BPE1MARART;3;0..1;String;;15;Peso admissível da embalagem
PACK_WT_UN;E1BPE1MARART;3;0..1;String;;3;Unidade de peso (peso admissível de embalagem)
PACK_WT_UN_ISO;E1BPE1MARART;3;0..1;String;;3;Unidade de peso (peso admissível de embalagem) em code ISO
ALLWD_VOL;E1BPE1MARART;3;0..1;String;;15;Volume de embalagem admissível
PACK_VO_UN;E1BPE1MARART;3;0..1;String;;3;Unidade de volume (volume admissível de embalagem)
PACK_VO_UN_ISO;E1BPE1MARART;3;0..1;String;;3;Unidade de volume (volume admissível) em code ISO
WT_TOL_LT;E1BPE1MARART;3;0..1;String;;5;Tolerância excesso de peso da unidade comercial
VOL_TOL_LT;E1BPE1MARART;3;0..1;String;;5;Tolerância excesso de volume da unidade comercial
VAR_ORD_UN;E1BPE1MARART;3;0..1;String;;1;UM pedido variável ativa
BATCH_MGMT;E1BPE1MARART;3;0..1;String;;1;Código para administração em lote obrigatória
SH_MAT_TYP;E1BPE1MARART;3;0..1;String;;4;Tipo de material de embalagem
FILL_LEVEL;E1BPE1MARART;3;0..1;String;;4;Nível de preenchimento (por volume)
STACK_FACT;E1BPE1MARART;3;0..1;String;;6;Fator de empilhamento
MAT_GRP_SM;E1BPE1MARART;3;0..1;String;;4;Grupo de materiais material de embalagem
AUTH_GROUP;E1BPE1MARART;3;0..1;String;;4;Grupo de autorizações
QM_PROCMNT;E1BPE1MARART;3;0..1;String;;1;QM no suprimento está ativo
CATPROFILE;E1BPE1MARART;3;0..1;String;;9;Perfil do catálogo
MINREMLIFE;E1BPE1MARART;3;0..1;String;;6;Tempo de validade restante
SHELF_LIFE;E1BPE1MARART;3;0..1;String;;6;Prazo de validade
STOR_PCT;E1BPE1MARART;3;0..1;String;;4;Percentagem para armazenagem
VALID_FROM;E1BPE1MARART;3;0..1;String;;8;Data de início da validade
DELN_DATE;E1BPE1MARART;3;0..1;String;;8;Data da liquidação
SAESON_YR;E1BPE1MARART;3;0..1;String;;4;Exercício sazonal
PRICE_BAND;E1BPE1MARART;3;0..1;String;;2;Tipo de faixa de preço
EMPTIESBOM;E1BPE1MARART;3;0..1;String;;1;Código: lista técnica de vasilhames
EXTMATLGRP;E1BPE1MARART;3;0..1;String;;18;Grupo de mercadorias externo
CONF_MATL;E1BPE1MARART;3;0..1;String;;18;Material configurável geral
PR_REF_MAT;E1BPE1MARART;3;0..1;String;;18;Mat.ref.p/prç.
PUR_STATUS;E1BPE1MARART;3;0..1;String;;2;Status material p/todos os centros
SAL_STATUS;E1BPE1MARART;3;0..1;String;;2;Status de material para todos os canais de vendas
PVALIDFROM;E1BPE1MARART;3;0..1;String;;8;Data a partir da qual stat.mat.p/todos os centros é válido
SVALIDFROM;E1BPE1MARART;3;0..1;String;;8;Data a partir da qual o status mat.p/todos can.dist.é válido
TAX_CLASS;E1BPE1MARART;3;0..1;String;;1;Classificação fiscal do material
CONT_UNIT;E1BPE1MARART;3;0..1;String;;3;Unidade de medida conteúdo
CONT_UNIT_ISO;E1BPE1MARART;3;0..1;String;;3;Unidade de medida de conteúdo em code ISO
NET_CONT;E1BPE1MARART;3;0..1;String;;15;Conteúdo líquido
COMPPRUNIT;E1BPE1MARART;3;0..1;String;;6;Preço de comparação
GROSS_CONT;E1BPE1MARART;3;0..1;String;;15;Conteúdo bruto
PRPROFVAR;E1BPE1MARART;3;0..1;String;;1;Perfil de cálculo para variantes
QUAL_DIK;E1BPE1MARART;3;0..1;String;;1;Material com direito a bonificação em espécie
ENVT_RLVT;E1BPE1MARART;3;0..1;String;;1;Código: relevância para o meio ambiente
PROD_ALLOC;E1BPE1MARART;3;0..1;String;;18;Alocação de produtos: esquema de alocação de produtos
SEASMATCAT;E1BPE1MARART;3;0..1;String;;2;Coleção em uma época
HAZMATPROF;E1BPE1MARART;3;0..1;String;;3;Perfil para código de mercadoria perigosa
HIGH_VISC;E1BPE1MARART;3;0..1;String;;1;Código: de alta viscosidade
LOOSEORLIQ;E1BPE1MARART;3;0..1;String;;1;Código: a granel / líquido
CLOSED_BOX;E1BPE1MARART;3;0..1;String;;1;O material de embalagem é uma embalagem fechada
APPD_B_REC;E1BPE1MARART;3;0..1;String;;1;Código: é necessário protocolo de lotes autorizado
PERIOD_IND_EXPIRATION_DATE;E1BPE1MARART;3;0..1;String;;1;Código de período para DV
ROUND_UP_RULE_EXPIRATION_DATE;E1BPE1MARART;3;0..1;String;;1;Regra de arredondamento para cálculo DV
PROD_COMPOSITION_ON_PACKAGING;E1BPE1MARART;3;0..1;String;;1;Código: composição do produto impressa na embalagem
ITEM_CAT;E1BPE1MARART;3;0..1;String;;4;Grupo de categorias de item geral
BASIC_MATL_NEW;E1BPE1MARART;3;0..1;String;;48;Material básico
CONF_MATL_EXTERNAL;E1BPE1MARART;3;0..1;String;;40;Nº material longo para o campo CONF_MATL
CONF_MATL_GUID;E1BPE1MARART;3;0..1;String;;32;GUID externo para campo CONF_MATL
CONF_MATL_VERSION;E1BPE1MARART;3;0..1;String;;10;Nº de versão para campo CONF_MATL
HAZ_MAT_NO_EXTERNAL;E1BPE1MARART;3;0..1;String;;40;Nº de material longo para o campo HAZ_MAT_NO
HAZ_MAT_NO_GUID;E1BPE1MARART;3;0..1;String;;32;GUID externo para campo HAZ_MAT_NO
HAZ_MAT_NO_VERSION;E1BPE1MARART;3;0..1;String;;10;Nº de versão para campo HAZ_MAT_NO
MATERIAL_EXTERNAL;E1BPE1MARART;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MARART;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MARART;3;0..1;String;;10;Nº de versão para campo MATERIAL
PR_REF_MAT_EXTERNAL;E1BPE1MARART;3;0..1;String;;40;Nº de material longo para o campo PR_REF_MAT
PR_REF_MAT_GUID;E1BPE1MARART;3;0..1;String;;32;ID único externo para o campo PR_REF_MAT
PR_REF_MAT_VERSION;E1BPE1MARART;3;0..1;String;;10;Nº da versão para o campo PR_REF_MAT
PREPACK_GENERIC_MATL;E1BPE1MARART;3;0..1;String;;18;Nº do material genérico em materiais pré-embalados
E1BPE1MARART1;E1BPE1MARART;3;0..1;Complex;;;Transf.dados varejo - dados de material a nível de mandante
CREATION_STATUS;E1BPE1MARART1;4;0..1;String;;2;Status de criação suprimento por época
FREE_CHAR_VALUE;E1BPE1MARART1;4;0..1;String;;18;Valor da característica para fins de análise
CARE_CODE;E1BPE1MARART1;4;0..1;String;;16;Instruções cuidado (p.ex.,instr.lavag.,instr.pass.ferro,...)
BRAND_ID;E1BPE1MARART1;4;0..1;String;;4;Marca
FIBER_CODE_1;E1BPE1MARART1;4;0..1;String;;3;Código de fibras para tecidos (componente 1)
FIBER_PART_1;E1BPE1MARART1;4;0..1;String;;3;Porcentagem de fibra (componente 1)
FIBER_CODE_2;E1BPE1MARART1;4;0..1;String;;3;Código de fibras para têxteis (componente 2)
FIBER_PART_2;E1BPE1MARART1;4;0..1;String;;3;Porcentagem de fibra (componente 2)
FIBER_CODE_3;E1BPE1MARART1;4;0..1;String;;3;Código de fibras para têxteis (componente 3)
FIBER_PART_3;E1BPE1MARART1;4;0..1;String;;3;Porcentagem de fibra (componente 3)
FIBER_CODE_4;E1BPE1MARART1;4;0..1;String;;3;Código de fibras para têxteis (componente 4)
FIBER_PART_4;E1BPE1MARART1;4;0..1;String;;3;Porcentagem de fibra (componente 4)
FIBER_CODE_5;E1BPE1MARART1;4;0..1;String;;3;Código de fibras para têxteis (componente 5)
FIBER_PART_5;E1BPE1MARART1;4;0..1;String;;3;Porcentagem de fibra (componente 5)
FASHION_GRADE;E1BPE1MARART1;4;0..1;String;;4;Ciclo de vida do produto da moda
PACKING_REF_MATL;E1BPE1MARART1;4;0..1;String;;18;Material ref.p/materiais a serem embalados da mesma maneira
PREPACK_GENERIC_MATL_EXTERNAL;E1BPE1MARART1;4;0..1;String;;40;Nº extenso material (futuro desenvolvimento) p/campo PREPA
PREPACK_GENERIC_MATL_VERSION;E1BPE1MARART1;4;0..1;String;;10;Nº da versão (futuro desenvolvimento) para campo PREPACK_GEN
PREPACK_GENERIC_MATL_GUID;E1BPE1MARART1;4;0..1;String;;32;GUID externo (desenvolvimento futuro) p/campo PREPACK_GENER
PACKING_REF_MATL_EXTERNAL;E1BPE1MARART1;4;0..1;String;;40;Nº extenso material (futuro desenvolvimento) p/campo PACKI
PACKING_REF_MATL_GUID;E1BPE1MARART1;4;0..1;String;;32;GUID externo (futuro desenvolvimento) p/campo PACKING_REF_M
PACKING_REF_MATL_VERSION;E1BPE1MARART1;4;0..1;String;;10;Nº da versão (futuro desenvolvimento) para campo PACKING_REF
STD_HU_TYPE;E1BPE1MARART1;4;0..1;String;;4;Tipo de unidade comercial standard
PILFERABLE;E1BPE1MARART1;4;0..1;String;;1;Com risco de roubo
WHSE_STORAGE_CONDITION;E1BPE1MARART1;4;0..1;String;;2;Condição de armazenamento
WHSE_MATERIAL_GROUP;E1BPE1MARART1;4;0..1;String;;4;Grupo de materiais estocáveis
HANDLING_INDICATOR;E1BPE1MARART1;4;0..1;String;;4;Código de manuseio
HAZ_MAT_RELEVANT;E1BPE1MARART1;4;0..1;String;;1;Relevante para substância perigosa
HU_TYPE;E1BPE1MARART1;4;0..1;String;;4;Tipo de unidade comercial
VARIABLE_TARE_WEIGHT;E1BPE1MARART1;4;0..1;String;;1;Massa líquida variável
MAX_ALLOWED_CAPACITY;E1BPE1MARART1;4;0..1;String;;17;Capacidade máxima permitida do material de embalagem
OVERCAPACITY_TOLERANCE;E1BPE1MARART1;4;0..1;String;;5;Tolerância de capacidade máxima da unidade comercial
MAX_ALLOWED_LENGTH;E1BPE1MARART1;4;0..1;String;;17;Comprimento máximo da embalagem de um material da embalagem
MAX_ALLOWED_WIDTH;E1BPE1MARART1;4;0..1;String;;17;Largura máxima da embalagem de um material de embalagem
MAX_ALLOWED_HEIGTH;E1BPE1MARART1;4;0..1;String;;17;Altura máx.da embalagem de um material de embalagem
MAX_DIMENSION_UN;E1BPE1MARART1;4;0..1;String;;3;Unid.medida p/altura/largura/comprimento máx.da embalagem
MAX_DIMENSION_UN_ISO;E1BPE1MARART1;4;0..1;String;;3;Unid.medida p/altura/larg./compr.máx.da embalagem em cód.ISO
COUNTRYORI;E1BPE1MARART1;4;0..1;String;;3;País de origem do material (origem CCI)
COUNTRYORI_ISO;E1BPE1MARART1;4;0..1;String;;2;País de origem do material em code ISO
MATFRGTGRP;E1BPE1MARART1;4;0..1;String;;8;Grupo de frete de material
QUARANTINE_PERIOD;E1BPE1MARART1;4;0..1;String;;4;Quarentena
QUARANTINE_PERIOD_UN;E1BPE1MARART1;4;0..1;String;;3;Unidade de tempo para quarentena
QUARANTINE_PERIOD_UN_ISO;E1BPE1MARART1;4;0..1;String;;3;Unidade de tempo de período de quarentena em código ISO
QUALITY_INSP_GRP;E1BPE1MARART1;4;0..1;String;;4;Grupo de controle de qualidade
SERIAL_NUMBER_PROFILE;E1BPE1MARART1;4;0..1;String;;4;Perfil nºs de série
EWM_CW_TOLERANCE_GROUP;E1BPE1MARART1;4;0..1;String;;9;EWM-CW: grupo de tolerância Catch Weight p/EWM
EWM_CW_INPUT_CONTROL;E1BPE1MARART1;4;0..1;String;;2;EWM-CW: perfil Catch Weight p/entrada da quantidade CW
PCKGING_SMARTFORM;E1BPE1MARART1;4;0..1;String;;30;Nome do formulário
ADJUST_PROFILE;E1BPE1MARART1;4;0..1;String;;3;Perfil de ajuste
ALLOW_PMAT_IGNO;E1BPE1MARART1;4;0..1;String;;1;Preço de variantes permitido (referente ao mestre artigos)
ANIMAL_ORIGIN_FLAG;E1BPE1MARART1;4;0..1;String;;1;Código: contém partes não têxteis de origem animal
SEGMENTATION_STRUCTURE;E1BPE1MARART1;4;0..1;String;;4;Estrutura de segmentação
SEGMENTATION_STRATEGY;E1BPE1MARART1;4;0..1;String;;8;Estratégia de segmentação
SEGMENTATION_STATUS;E1BPE1MARART1;4;0..1;String;;1;Status de segmentação mestre de materiais
FASHION_ATTRIBUTE_1;E1BPE1MARART1;4;0..1;String;;10;Campo de informação Fashion: 1
FASHION_ATTRIBUTE_2;E1BPE1MARART1;4;0..1;String;;10;Campo de informação Fashion: 2
FASHION_ATTRIBUTE_3;E1BPE1MARART1;4;0..1;String;;6;Campo de informação Fashion: 3
SEASON_LEVEL;E1BPE1MARART1;4;0..1;String;;1;Código: utilização de época
SEASON_FLAG;E1BPE1MARART1;4;0..1;String;;1;Código: época ativa na aministração estoques
SEGMENTATION_SCOPE;E1BPE1MARART1;4;0..1;String;;1;Escopo da estratégia de segmentação
SEGMENTATION_RELEVANCE;E1BPE1MARART1;4;0..1;String;;1;Relev.p/segmentação
MATERIAL_CONV_ID;E1BPE1MARART1;4;0..1;String;;2;ID de conversão de material p/conversão valor característica
MATERIAL_LONG;E1BPE1MARART1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
OLD_MAT_NO_LONG;E1BPE1MARART1;4;0..1;String;;40;Nº material antigo (40 caracteres, tecnicamente necessário)
HAZ_MAT_NO_LONG;E1BPE1MARART1;4;0..1;String;;40;Nº substância perigosa (40 caracteres, tecnicam.necessário)
CONF_MATL_LONG;E1BPE1MARART1;4;0..1;String;;40;Mat.configurável válido p/vários cens.(necessários 40 cars.)
PR_REF_MAT_LONG;E1BPE1MARART1;4;0..1;String;;40;Material de referência para o preço
PREPACK_GENERIC_MATL_LONG;E1BPE1MARART1;4;0..1;String;;40;Nº material do material genérico em materiais pré-embalados
